-5.579900145530700684e-01,-2.049341201782226562e+00
-2.006009221076965332e-01,-1.905555009841918945e+00
4.222157597541809082e-01,-1.914755582809448242e+00
7.769938707351684570e-01,-1.989950537681579590e+00
8.774163722991943359e-01,-1.900097131729125977e+00
-1.997723579406738281e-01,-1.898131132125854492e+00
4.164990484714508057e-01,-1.888617038726806641e+00
8.756128549575805664e-01,-1.896082878112792969e+00
4.215904772281646729e-01,-1.539268136024475098e+00
7.803003191947937012e-01,-1.547207951545715332e+00
1.895445346832275391e+00,-1.545558333396911621e+00
2.267605066299438477e+00,-1.572955131530761719e+00
2.619921922683715820e+00,-1.541154623031616211e+00
2.986355543136596680e+00,-1.522126078605651855e+00
-2.982581555843353271e-01,-1.473437428474426270e+00
-1.964881420135498047e-01,-1.461782455444335938e+00
6.191462278366088867e-02,-1.483363866806030273e+00
1.591097116470336914e-01,-1.469928741455078125e+00
5.157856941223144531e-01,-1.468544125556945801e+00
8.765578866004943848e-01,-1.475386023521423340e+00
1.143574833869934082e+00,-1.439996480941772461e+00
1.630292773246765137e+00,-1.409259796142578125e+00
1.991582155227661133e+00,-1.468023061752319336e+00
2.318639278411865234e+00,-1.473844408988952637e+00
2.656537532806396484e+00,-1.481556057929992676e+00
3.410528898239135742e+00,-1.474784612655639648e+00
1.558729648590087891e+00,1.035395741462707520e+00
3.420416593551635742e+00,1.173617005348205566e+00
-1.069418907165527344e+00,-4.425054550170898438e+00
-5.592218041419982910e-01,-2.053574085235595703e+00
-2.002412825822830200e-01,-1.901691436767578125e+00
1.138981699943542480e+00,-2.016654968261718750e+00
1.992552995681762695e+00,-1.901729941368103027e+00
2.344500780105590820e+00,-1.879517674446105957e+00
1.535758376121520996e-01,-1.971215009689331055e+00
5.194535255432128906e-01,-1.953337192535400391e+00
3.344104051589965820e+00,-1.549572467803955078e+00
-3.015160560607910156e-01,-1.884021759033203125e+00
6.378656625747680664e-02,-1.875518798828125000e+00
2.620604515075683594e+00,-1.561095356941223145e+00
2.984558105468750000e+00,-1.553044438362121582e+00
3.431074380874633789e+00,-1.461217761039733887e+00
1.895965099334716797e+00,-1.547420144081115723e+00
1.903706550598144531e+00,-1.561000466346740723e+00
2.262970685958862305e+00,-1.556855678558349609e+00
2.716778993606567383e+00,-1.465689897537231445e+00
3.065644741058349609e+00,-1.460394144058227539e+00
1.998348951339721680e+00,-1.461771130561828613e+00
2.342384338378906250e+00,-1.448641419410705566e+00
1.583464145660400391e-01,-1.543589353561401367e+00
5.163220167160034180e-01,-1.540280222892761230e+00
8.335794210433959961e-01,-1.452618122100830078e+00
1.141289234161376953e+00,-1.406470417976379395e+00
1.634595990180969238e+00,-1.399608969688415527e+00
-2.032257318496704102e-01,-1.546278238296508789e+00
7.077860832214355469e-02,-1.446422934532165527e+00
4.211970567703247070e-01,-1.448241591453552246e+00
1.140385985374450684e+00,-1.395740628242492676e+00
-2.975553274154663086e-01,-1.448733329772949219e+00
3.412687301635742188e+00,1.187396764755249023e+00
1.563496470451354980e+00,1.052305459976196289e+00
2.354394912719726562e+00,-1.893447756767272949e+00
1.138140201568603516e+00,-2.001347780227661133e+00
1.990396022796630859e+00,-1.897470831871032715e+00
1.542525887489318848e-01,-1.970407843589782715e+00
5.190143585205078125e-01,-1.955748081207275391e+00
3.345282316207885742e+00,-1.550475239753723145e+00
-2.953541278839111328e-01,-1.875609993934631348e+00
6.154739856719970703e-02,-1.880598545074462891e+00
2.610354900360107422e+00,-1.551219463348388672e+00
2.975897073745727539e+00,-1.546327233314514160e+00
3.452942609786987305e+00,-1.474533319473266602e+00
2.251519203186035156e+00,-1.542646527290344238e+00
2.353995084762573242e+00,-1.461294174194335938e+00
2.715741157531738281e+00,-1.464869022369384766e+00
3.076078891754150391e+00,-1.467901229858398438e+00
1.893230676651000977e+00,-1.492533445358276367e+00
1.996761441230773926e+00,-1.459399938583374023e+00
1.575883626937866211e-01,-1.545484185218811035e+00
-2.014021873474121094e-01,-1.544453501701354980e+00
6.556999683380126953e-02,-1.454872727394104004e+00
1.140515565872192383e+00,-1.396307945251464844e+00
-2.995492219924926758e-01,-1.451387166976928711e+00
2.631424665451049805e+00,-1.978223443031311035e+00
3.088410139083862305e+00,-1.894250750541687012e+00
1.649719715118408203e+00,-2.025111675262451172e+00
2.270754098892211914e+00,-1.917502522468566895e+00
2.694538593292236328e+00,-1.890084147453308105e+00
1.651428818702697754e+00,-1.908933281898498535e+00
7.985990047454833984e-01,-1.881869912147521973e+00
3.350415706634521484e+00,-1.563268423080444336e+00
-1.837048530578613281e-01,-1.955410838127136230e+00
2.991110324859619141e+00,-1.544796228408813477e+00
3.092062711715698242e+00,-1.466652631759643555e+00
3.440128326416015625e+00,-1.459988713264465332e+00
2.271478414535522461e+00,-1.466283202171325684e+00
